"Plot Title: TC5_Nest"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20128175, SEN S/N: 20128175)","Intensity, Lux (LGR S/N: 20128175, SEN S/N: 20128175)","Coupler Attached (LGR S/N: 20128175)","Host Connected (LGR S/N: 20128175)","Stopped (LGR S/N: 20128175)","End Of File (LGR S/N: 20128175)"
1,05/05/19 02:50:00 PM,26.585,0.0,,,,
2,05/05/19 02:50:30 PM,26.488,0.0,,,,
3,05/05/19 02:51:00 PM,26.390,0.0,,,,
4,05/05/19 02:51:30 PM,26.292,0.0,,,,
5,05/05/19 02:52:00 PM,26.292,0.0,,,,
6,05/05/19 02:52:30 PM,26.195,0.0,,,,
7,05/05/19 02:53:00 PM,26.097,0.0,,,,
8,05/05/19 02:53:30 PM,26.000,0.0,,,,
9,05/05/19 02:54:00 PM,26.000,0.0,,,,
10,05/05/19 02:54:30 PM,25.902,0.0,,,,
11,05/05/19 02:55:00 PM,25.805,0.0,,,,
12,05/05/19 02:55:30 PM,25.805,0.0,,,,
13,05/05/19 02:56:00 PM,25.708,0.0,,,,
14,05/05/19 02:56:30 PM,25.708,0.0,,,,
15,05/05/19 02:57:00 PM,25.610,0.0,,,,
16,05/05/19 02:57:30 PM,25.610,0.0,,,,
17,05/05/19 02:58:00 PM,25.513,0.0,,,,
18,05/05/19 02:58:30 PM,25.513,0.0,,,,
19,05/05/19 02:59:00 PM,25.416,0.0,,,,
20,05/05/19 02:59:30 PM,25.416,0.0,,,,
21,05/05/19 03:00:00 PM,25.319,0.0,,,,
22,05/05/19 03:00:30 PM,25.319,0.0,,,,
23,05/05/19 03:01:00 PM,25.319,0.0,,,,
24,05/05/19 03:01:30 PM,25.222,0.0,,,,
25,05/05/19 03:02:00 PM,25.222,0.0,,,,
26,05/05/19 03:02:30 PM,25.125,0.0,,,,
27,05/05/19 03:03:00 PM,25.125,0.0,,,,
28,05/05/19 03:03:30 PM,25.125,0.0,,,,
29,05/05/19 03:04:00 PM,25.125,0.0,,,,
30,05/05/19 03:04:30 PM,25.028,0.0,,,,
31,05/05/19 03:05:00 PM,25.028,0.0,,,,
32,05/05/19 03:05:30 PM,25.028,0.0,,,,
33,05/05/19 03:06:00 PM,24.931,0.0,,,,
34,05/05/19 03:06:30 PM,24.931,0.0,,,,
35,05/05/19 03:07:00 PM,24.931,0.0,,,,
36,05/05/19 03:07:30 PM,24.931,0.0,,,,
37,05/05/19 03:08:00 PM,24.835,0.0,,,,
38,05/05/19 03:08:30 PM,24.835,0.0,,,,
39,05/05/19 03:09:00 PM,24.835,0.0,,,,
40,05/05/19 03:09:30 PM,24.835,0.0,,,,
41,05/05/19 03:10:00 PM,24.835,0.0,,,,
42,05/05/19 03:10:30 PM,24.835,0.0,,,,
43,05/05/19 03:11:00 PM,24.738,0.0,,,,
44,05/05/19 03:11:30 PM,24.738,0.0,,,,
45,05/05/19 03:12:00 PM,24.738,0.0,,,,
46,05/05/19 03:12:30 PM,24.738,0.0,,,,
47,05/05/19 03:13:00 PM,24.738,0.0,,,,
48,05/05/19 03:13:30 PM,24.738,0.0,,,,
49,05/05/19 03:14:00 PM,24.641,0.0,,,,
50,05/05/19 03:14:30 PM,24.641,0.0,,,,
51,05/05/19 03:15:00 PM,24.641,0.0,,,,
52,05/05/19 03:15:30 PM,24.641,0.0,,,,
53,05/05/19 03:16:00 PM,24.641,0.0,,,,
54,05/05/19 03:16:30 PM,24.641,0.0,,,,
55,05/05/19 03:17:00 PM,24.641,0.0,,,,
56,05/05/19 03:17:30 PM,24.641,0.0,,,,
57,05/05/19 03:18:00 PM,24.641,0.0,,,,
58,05/05/19 03:18:30 PM,24.545,0.0,,,,
59,05/05/19 03:19:00 PM,24.545,0.0,,,,
60,05/05/19 03:19:30 PM,24.545,0.0,,,,
61,05/05/19 03:20:00 PM,24.545,0.0,,,,
62,05/05/19 03:20:30 PM,24.545,0.0,,,,
63,05/05/19 03:21:00 PM,24.545,0.0,,,,
64,05/05/19 03:21:30 PM,24.545,0.0,,,,
65,05/05/19 03:22:00 PM,24.545,0.0,,,,
66,05/05/19 03:22:30 PM,24.545,0.0,,,,
67,05/05/19 03:23:00 PM,24.545,0.0,,,,
68,05/05/19 03:23:30 PM,24.545,0.0,,,,
69,05/05/19 03:24:00 PM,24.545,0.0,,,,
70,05/05/19 03:24:30 PM,24.545,0.0,,,,
71,05/05/19 03:25:00 PM,24.545,0.0,,,,
72,05/05/19 03:25:30 PM,24.545,0.0,,,,
73,05/05/19 03:26:00 PM,24.545,0.0,,,,
74,05/05/19 03:26:30 PM,24.448,0.0,,,,
75,05/05/19 03:27:00 PM,24.545,0.0,,,,
76,05/05/19 03:27:30 PM,24.545,0.0,,,,
77,05/05/19 03:28:00 PM,24.448,0.0,,,,
78,05/05/19 03:28:30 PM,24.448,0.0,,,,
79,05/05/19 03:29:00 PM,24.448,0.0,,,,
80,05/05/19 03:29:30 PM,24.448,0.0,,,,
81,05/05/19 03:30:00 PM,24.448,0.0,,,,
82,05/05/19 03:30:30 PM,24.448,0.0,,,,
83,05/05/19 03:31:00 PM,24.448,0.0,,,,
84,05/05/19 03:31:30 PM,24.448,0.0,,,,
85,05/05/19 03:32:00 PM,24.448,0.0,,,,
86,05/05/19 03:32:30 PM,24.448,0.0,,,,
87,05/05/19 03:33:00 PM,24.448,0.0,,,,
88,05/05/19 03:33:30 PM,24.448,0.0,,,,
89,05/05/19 03:34:00 PM,24.448,0.0,,,,
90,05/05/19 03:34:30 PM,24.448,0.0,,,,
91,05/05/19 03:35:00 PM,24.448,0.0,,,,
92,05/05/19 03:35:30 PM,24.448,0.0,,,,
93,05/05/19 03:36:00 PM,24.448,0.0,,,,
94,05/05/19 03:36:30 PM,24.448,0.0,,,,
95,05/05/19 03:37:00 PM,24.448,0.0,,,,
96,05/05/19 03:37:30 PM,24.448,0.0,,,,
97,05/05/19 03:38:00 PM,24.448,0.0,,,,
98,05/05/19 03:38:30 PM,24.448,0.0,,,,
99,05/05/19 03:39:00 PM,24.448,0.0,,,,
100,05/05/19 03:39:30 PM,24.448,0.0,,,,
101,05/05/19 03:40:00 PM,24.448,0.0,,,,
102,05/05/19 03:40:30 PM,24.448,0.0,,,,
103,05/05/19 03:41:00 PM,24.448,0.0,,,,
104,05/05/19 03:41:30 PM,24.448,0.0,,,,
105,05/05/19 03:42:00 PM,24.448,0.0,,,,
106,05/05/19 03:42:30 PM,24.448,0.0,,,,
107,05/05/19 03:43:00 PM,24.448,0.0,,,,
108,05/05/19 03:43:30 PM,24.448,0.0,,,,
109,05/05/19 03:44:00 PM,24.448,0.0,,,,
110,05/05/19 03:44:30 PM,24.448,0.0,,,,
111,05/05/19 03:45:00 PM,24.448,0.0,,,,
112,05/05/19 03:45:30 PM,24.448,0.0,,,,
113,05/05/19 03:46:00 PM,24.448,0.0,,,,
114,05/05/19 03:46:30 PM,24.448,0.0,,,,
115,05/05/19 03:47:00 PM,24.448,0.0,,,,
116,05/05/19 03:47:30 PM,24.448,0.0,,,,
117,05/05/19 03:48:00 PM,24.448,0.0,,,,
118,05/05/19 03:48:30 PM,24.448,0.0,,,,
119,05/05/19 03:49:00 PM,24.448,0.0,,,,
120,05/05/19 03:49:30 PM,24.448,0.0,,,,
121,05/05/19 03:50:00 PM,24.351,0.0,,,,
122,05/05/19 03:50:30 PM,24.351,0.0,,,,
123,05/05/19 03:51:00 PM,24.448,0.0,,,,
124,05/05/19 03:51:30 PM,24.448,0.0,,,,
125,05/05/19 03:52:00 PM,24.448,0.0,,,,
126,05/05/19 03:52:30 PM,24.351,0.0,,,,
127,05/05/19 03:53:00 PM,24.351,0.0,,,,
128,05/05/19 03:53:30 PM,24.351,0.0,,,,
129,05/05/19 03:54:00 PM,24.448,0.0,,,,
130,05/05/19 03:54:30 PM,24.351,0.0,,,,
131,05/05/19 03:55:00 PM,24.351,0.0,,,,
132,05/05/19 03:55:30 PM,24.351,0.0,,,,
133,05/05/19 03:56:00 PM,24.351,0.0,,,,
134,05/05/19 03:56:30 PM,24.351,0.0,,,,
135,05/05/19 03:57:00 PM,24.351,0.0,,,,
136,05/05/19 03:57:30 PM,24.351,0.0,,,,
137,05/05/19 03:58:00 PM,24.351,0.0,,,,
138,05/05/19 03:58:30 PM,24.351,0.0,,,,
139,05/05/19 03:59:00 PM,24.351,0.0,,,,
140,05/05/19 03:59:30 PM,24.351,0.0,,,,
141,05/05/19 04:00:00 PM,24.351,0.0,,,,
142,05/05/19 04:00:30 PM,24.351,0.0,,,,
143,05/05/19 04:01:00 PM,24.351,0.0,,,,
144,05/05/19 04:01:30 PM,24.351,0.0,,,,
145,05/05/19 04:02:00 PM,24.351,0.0,,,,
146,05/05/19 04:02:30 PM,24.351,0.0,,,,
147,05/05/19 04:03:00 PM,24.351,0.0,,,,
148,05/05/19 04:03:30 PM,24.351,0.0,,,,
149,05/05/19 04:04:00 PM,24.351,0.0,,,,
150,05/05/19 04:04:30 PM,24.351,0.0,,,,
151,05/05/19 04:05:00 PM,24.351,0.0,,,,
152,05/05/19 04:05:30 PM,24.351,0.0,,,,
153,05/05/19 04:06:00 PM,24.351,0.0,,,,
154,05/05/19 04:06:30 PM,24.351,0.0,,,,
155,05/05/19 04:07:00 PM,24.351,0.0,,,,
156,05/05/19 04:07:30 PM,24.351,0.0,,,,
157,05/05/19 04:08:00 PM,24.351,0.0,,,,
158,05/05/19 04:08:30 PM,24.351,0.0,,,,
159,05/05/19 04:09:00 PM,24.351,0.0,,,,
160,05/05/19 04:09:30 PM,24.351,0.0,,,,
161,05/05/19 04:10:00 PM,24.351,0.0,,,,
162,05/05/19 04:10:30 PM,24.351,0.0,,,,
163,05/05/19 04:11:00 PM,24.351,0.0,,,,
164,05/05/19 04:11:30 PM,24.351,0.0,,,,
165,05/05/19 04:12:00 PM,24.351,0.0,,,,
166,05/05/19 04:12:30 PM,24.351,0.0,,,,
167,05/05/19 04:13:00 PM,24.351,0.0,,,,
168,05/05/19 04:13:30 PM,24.351,0.0,,,,
169,05/05/19 04:14:00 PM,24.351,0.0,,,,
170,05/05/19 04:14:30 PM,24.351,0.0,,,,
171,05/05/19 04:15:00 PM,24.351,0.0,,,,
172,05/05/19 04:15:30 PM,24.351,0.0,,,,
173,05/05/19 04:16:00 PM,24.351,0.0,,,,
174,05/05/19 04:16:30 PM,24.351,0.0,,,,
175,05/05/19 04:17:00 PM,24.351,0.0,,,,
176,05/05/19 04:17:30 PM,24.351,0.0,,,,
177,05/05/19 04:18:00 PM,24.351,0.0,,,,
178,05/05/19 04:18:30 PM,24.351,0.0,,,,
179,05/05/19 04:19:00 PM,24.351,0.0,,,,
180,05/05/19 04:19:30 PM,24.351,0.0,,,,
181,05/05/19 04:20:00 PM,24.351,0.0,,,,
182,05/05/19 04:20:30 PM,24.351,0.0,,,,
183,05/05/19 04:21:00 PM,24.351,0.0,,,,
184,05/05/19 04:21:30 PM,24.351,0.0,,,,
185,05/05/19 04:22:00 PM,24.351,0.0,,,,
186,05/05/19 04:22:30 PM,24.351,0.0,,,,
187,05/05/19 04:23:00 PM,24.351,0.0,,,,
188,05/05/19 04:23:30 PM,24.351,0.0,,,,
189,05/05/19 04:24:00 PM,24.351,0.0,,,,
190,05/05/19 04:24:30 PM,24.351,0.0,,,,
191,05/05/19 04:25:00 PM,24.351,0.0,,,,
192,05/05/19 04:25:30 PM,24.351,0.0,,,,
193,05/05/19 04:26:00 PM,24.351,0.0,,,,
194,05/05/19 04:26:30 PM,24.351,0.0,,,,
195,05/05/19 04:27:00 PM,24.351,0.0,,,,
196,05/05/19 04:27:30 PM,24.351,0.0,,,,
197,05/05/19 04:28:00 PM,24.351,0.0,,,,
198,05/05/19 04:28:30 PM,24.351,0.0,,,,
199,05/05/19 04:29:00 PM,24.448,0.0,,,,
200,05/05/19 04:29:30 PM,24.351,0.0,,,,
201,05/05/19 04:30:00 PM,24.351,0.0,,,,
202,05/05/19 04:30:30 PM,24.351,0.0,,,,
203,05/05/19 04:31:00 PM,24.351,0.0,,,,
204,05/05/19 04:31:30 PM,24.351,0.0,,,,
205,05/05/19 04:32:00 PM,24.351,0.0,,,,
206,05/05/19 04:32:30 PM,24.351,0.0,,,,
207,05/05/19 04:33:00 PM,24.351,0.0,,,,
208,05/05/19 04:33:30 PM,24.351,0.0,,,,
209,05/05/19 04:34:00 PM,24.351,0.0,,,,
210,05/05/19 04:34:30 PM,24.351,0.0,,,,
211,05/05/19 04:35:00 PM,24.351,0.0,,,,
212,05/05/19 04:35:30 PM,24.351,0.0,,,,
213,05/05/19 04:36:00 PM,24.351,0.0,,,,
