"Plot Title: TC5_Nest"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20128175, SEN S/N: 20128175)","Intensity, Lux (LGR S/N: 20128175, SEN S/N: 20128175)","Coupler Attached (LGR S/N: 20128175)","Coupler Detached (LGR S/N: 20128175)","Host Connected (LGR S/N: 20128175)","End Of File (LGR S/N: 20128175)"
1,04/28/19 09:00:00 PM,24.255,0.0,,,,
2,04/28/19 09:00:30 PM,24.255,0.0,,,,
3,04/28/19 09:01:00 PM,24.255,0.0,,,,
4,04/28/19 09:01:30 PM,24.255,0.0,,,,
5,04/28/19 09:02:00 PM,24.255,0.0,,,,
6,04/28/19 09:02:30 PM,24.158,0.0,,,,
7,04/28/19 09:03:00 PM,24.158,0.0,,,,
8,04/28/19 09:03:30 PM,24.158,0.0,,,,
9,04/28/19 09:04:00 PM,24.158,0.0,,,,
10,04/28/19 09:04:30 PM,24.158,0.0,,,,
11,04/28/19 09:05:00 PM,24.158,0.0,,,,
12,04/28/19 09:05:30 PM,24.158,0.0,,,,
13,04/28/19 09:06:00 PM,24.158,0.0,,,,
14,04/28/19 09:06:30 PM,24.062,0.0,,,,
15,04/28/19 09:07:00 PM,24.062,0.0,,,,
16,04/28/19 09:07:30 PM,24.062,0.0,,,,
17,04/28/19 09:08:00 PM,24.062,0.0,,,,
18,04/28/19 09:08:30 PM,24.062,0.0,,,,
19,04/28/19 09:09:00 PM,24.062,0.0,,,,
20,04/28/19 09:09:30 PM,24.062,0.0,,,,
21,04/28/19 09:10:00 PM,24.062,0.0,,,,
22,04/28/19 09:10:30 PM,24.062,0.0,,,,
23,04/28/19 09:11:00 PM,24.062,0.0,,,,
24,04/28/19 09:11:30 PM,24.062,0.0,,,,
25,04/28/19 09:12:00 PM,24.062,0.0,,,,
26,04/28/19 09:12:30 PM,24.062,0.0,,,,
27,04/28/19 09:13:00 PM,24.062,0.0,,,,
28,04/28/19 09:13:30 PM,23.966,0.0,,,,
29,04/28/19 09:14:00 PM,23.966,0.0,,,,
30,04/28/19 09:14:30 PM,23.966,0.0,,,,
31,04/28/19 09:15:00 PM,23.966,0.0,,,,
32,04/28/19 09:15:30 PM,23.966,0.0,,,,
33,04/28/19 09:16:00 PM,23.966,0.0,,,,
34,04/28/19 09:16:30 PM,23.966,0.0,,,,
35,04/28/19 09:17:00 PM,23.966,0.0,,,,
36,04/28/19 09:17:30 PM,23.966,0.0,,,,
37,04/28/19 09:18:00 PM,23.966,0.0,,,,
38,04/28/19 09:18:30 PM,23.966,0.0,,,,
39,04/28/19 09:19:00 PM,23.966,0.0,,,,
40,04/28/19 09:19:30 PM,23.966,0.0,,,,
41,04/28/19 09:20:00 PM,23.966,0.0,,,,
42,04/28/19 09:20:30 PM,23.966,0.0,,,,
43,04/28/19 09:21:00 PM,23.966,0.0,,,,
44,04/28/19 09:21:30 PM,23.966,0.0,,,,
45,04/28/19 09:22:00 PM,23.966,0.0,,,,
46,04/28/19 09:22:30 PM,23.966,0.0,,,,
47,04/28/19 09:23:00 PM,23.966,0.0,,,,
48,04/28/19 09:23:30 PM,23.966,0.0,,,,
49,04/28/19 09:24:00 PM,23.966,0.0,,,,
50,04/28/19 09:24:30 PM,23.966,0.0,,,,
51,04/28/19 09:25:00 PM,23.966,0.0,,,,
52,04/28/19 09:25:30 PM,23.966,0.0,,,,
53,04/28/19 09:26:00 PM,23.966,0.0,,,,
54,04/28/19 09:26:30 PM,23.869,0.0,,,,
55,04/28/19 09:27:00 PM,23.966,0.0,,,,
56,04/28/19 09:27:30 PM,23.869,0.0,,,,
57,04/28/19 09:28:00 PM,23.966,0.0,,,,
58,04/28/19 09:28:30 PM,23.966,0.0,,,,
59,04/28/19 09:29:00 PM,23.966,0.0,,,,
60,04/28/19 09:29:30 PM,23.869,0.0,,,,
61,04/28/19 09:30:00 PM,23.869,0.0,,,,
62,04/28/19 09:30:30 PM,23.869,0.0,,,,
63,04/28/19 09:31:00 PM,23.869,0.0,,,,
64,04/28/19 09:31:30 PM,23.869,0.0,,,,
65,04/28/19 09:32:00 PM,23.869,0.0,,,,
66,04/28/19 09:32:30 PM,23.869,0.0,,,,
67,04/28/19 09:33:00 PM,23.869,0.0,,,,
68,04/28/19 09:33:30 PM,23.869,0.0,,,,
69,04/28/19 09:34:00 PM,23.966,0.0,,,,
70,04/28/19 09:34:30 PM,23.869,0.0,,,,
71,04/28/19 09:35:00 PM,23.869,0.0,,,,
72,04/28/19 09:35:30 PM,23.869,0.0,,,,
73,04/28/19 09:36:00 PM,23.869,0.0,,,,
74,04/28/19 09:36:30 PM,23.869,0.0,,,,
75,04/28/19 09:37:00 PM,23.869,0.0,,,,
76,04/28/19 09:37:30 PM,23.869,0.0,,,,
77,04/28/19 09:38:00 PM,23.869,0.0,,,,
78,04/28/19 09:38:30 PM,23.869,0.0,,,,
79,04/28/19 09:39:00 PM,23.869,0.0,,,,
80,04/28/19 09:39:30 PM,23.869,0.0,,,,
81,04/28/19 09:40:00 PM,23.869,0.0,,,,
82,04/28/19 09:40:30 PM,23.869,0.0,,,,
83,04/28/19 09:41:00 PM,23.869,0.0,,,,
84,04/28/19 09:41:30 PM,23.869,0.0,,,,
85,04/28/19 09:42:00 PM,23.869,0.0,,,,
86,04/28/19 09:42:30 PM,23.869,0.0,,,,
87,04/28/19 09:43:00 PM,23.869,0.0,,,,
88,04/28/19 09:43:30 PM,23.869,0.0,,,,
89,04/28/19 09:44:00 PM,23.869,0.0,,,,
90,04/28/19 09:44:30 PM,23.869,0.0,,,,
91,04/28/19 09:45:00 PM,23.869,0.0,,,,
